Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
sim	PLANA:0000103: central nervous system (Synonym = CNS	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:31:34 2019
lhx1/5-1	PLANA:0000103: central nervous system (Synonym = CNS	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:32:01 2019
hnf4	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:32:24 2019
gata4/5/6	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:32:43 2019
ovo	PLANA:0000036: eye	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:32:58 2019
twist	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:34:11 2019
twist	PLANA:0000428: musculature system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:34:11 2019
foxD	PLANA:0007524: anterior pole	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:34:40 2019
otxA	PLANA:0000103: central nervous system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:35:21 2019
meis	PLANA:0000103: central nervous system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:35:44 2019
meis	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:36:14 2019
sp6-9	PLANA:0000103: central nervous system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:36:46 2019
sp6-9	PLANA:0000036: eye	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	25254346	Tue Nov 19 10:36:46 2019
