Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
SMED30003202	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
SMED30003202	PLANA:0000023: embryonic pharynx	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
SMED30003202	PLANA:0000029: primitive ectoderm	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
EF1a1-like	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
EF1a1-like	PLANA:0000023: embryonic pharynx	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
EF1a1-like	PLANA:0000029: primitive ectoderm	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:02 2019
SMED30003202	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
SMED30003202	PLANA:0000023: embryonic pharynx	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
SMED30003202	PLANA:0000029: primitive ectoderm	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
SMED30003202	PLANA:0002087: primitive gut	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
EF1a1-like	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
EF1a1-like	PLANA:0000023: embryonic pharynx	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
EF1a1-like	PLANA:0000029: primitive ectoderm	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
EF1a1-like	PLANA:0002087: primitive gut	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:22 2019
SMED30003202	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
SMED30003202	PLANA:0000023: embryonic pharynx	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
SMED30003202	PLANA:0000029: primitive ectoderm	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
SMED30003202	PLANA:0002087: primitive gut	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
EF1a1-like	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
EF1a1-like	PLANA:0000023: embryonic pharynx	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
EF1a1-like	PLANA:0000029: primitive ectoderm	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
EF1a1-like	PLANA:0002087: primitive gut	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 13:58:28 2019
SMED30007406	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:15 2019
piwi-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:15 2019
Q2Q5Y9	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:15 2019
SMED30007406	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:23 2019
piwi-1	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:23 2019
Q2Q5Y9	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:23 2019
SMED30007406	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:31 2019
piwi-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:31 2019
Q2Q5Y9	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:31 2019
SMED30007406	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:36 2019
piwi-1	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:36 2019
Q2Q5Y9	PLANA:0004517: blastomere	ECO:0001047	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:36 2019
SMED30007406	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000004	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:41 2019
piwi-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000004	PLANA:0000136	eld	28072387	Tue Dec 17 14:01:41 2019
