Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
SMED30012295	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:08:23 2021
six1/2-2	PLANA:0000088: renal system (Synonym = excretory system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:08:50 2021
pou2/3	PLANA:0000088: renal system (Synonym = excretory system	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:08:50 2021
cubilin	PLANA:0000087: proximal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:10:43 2021
cubilin	PLANA:0000053: distal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:10:43 2021
MLF	PLANA:0000087: proximal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
MLF	PLANA:0000053: distal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
RPTP-1	PLANA:0000087: proximal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
RPTP-1	PLANA:0000053: distal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
EFHC1	PLANA:0000087: proximal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
EFHC1	PLANA:0000053: distal tubule	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0003-2569-1939	21937596	Thu Feb 11 22:12:27 2021
