Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
DN301487	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
DN308184	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
KC262346	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
KC262345	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
DN309269	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
HO004937	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
DN314063	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
HO006509	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
KC262344	PLANA:0003116: parenchymal cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:04:07 2021
DN301487	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
DN308184	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
KC262346	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
KC262345	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
DN309269	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
HO004937	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
DN314063	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
HO006509	PLANA:0000026: gut (Synonym = intestine	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	23235145	Fri Mar 12 19:05:22 2021
