Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
JN216838	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:32:36 2019
JX070080	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:33:46 2019
JX070081	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:34:04 2019
HDAC1	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:35:46 2019
p150	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:36:35 2019
p60	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:37:07 2019
Mcm3	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:37:26 2019
Mcm4	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:37:42 2019
Mnat1	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:38:08 2019
Baf53a	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:38:30 2019
p48	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:38:41 2019
Mbd3	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:38:53 2019
Smedwi-1	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:39:04 2019
PCNA	PLANA:0002109: X1 cell	ECO:0000295	PLANA:0000024	PLANA:0004504	PLANA:0002138	stn	23629965	Mon Nov 11 15:39:13 2019
Smedwi-1	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 15:46:42 2019
JN216838	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 15:50:06 2019
JN216838	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:32 2019
JN216839	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:33 2019
JX070079	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:33 2019
JX070080	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:33 2019
JX070081	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:33 2019
JX070082	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:08:33 2019
JN216838	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
HDAC1	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
JX070080	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
JX070080	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
JX070081	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
P150	PLANA:0000429: neoblast	ECO:0001047	PLANA:0000024	PLANA:0004504	PLANA:0000136	stn	23629965	Mon Nov 11 16:12:56 2019
