Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (ORCID)	PMID	Date
Tor	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:26:57 2021
SMED30006752	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:26:57 2021
AFH08795.1	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:26:57 2021
Tor	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:07 2021
SMED30006752	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:07 2021
AFH08795.1	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:07 2021
Raptor	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:21 2021
SMED30028047	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:21 2021
Raptor	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:26 2021
SMED30028047	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:26 2021
Rictor	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:45 2021
SMED30014131	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:45 2021
Rictor	PLANA:0000136: whole organism	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	0000-0002-7535-4407	22445864	Mon Feb  1 13:27:53 2021
