Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
Contig6300_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig4229_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
PL06011A2G07_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig3869_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Smed_nanos	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
PL05004B2H05_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
PL06020A2G07_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig5007_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig4332_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
PL06009B1G02_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
PL06003X1F08_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig3340_WUSTL	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig3666_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig143_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig4966_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
Contig1343_SE3	PLANA:0002030: early male germ cell	ECO:0000104	PLANA:0000024	PLANA:0004504	PLANA:0000136	eld	20844018	Mon Nov 11 14:43:35 2019
