Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
SMED30014446	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
piwi-2	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
Q2Q5Y8	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
SMED30001362	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
piwi-3	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
ACC97187.1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
SMED30001900	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
bruli-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
ABC70476.1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
SMED30013909	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
tud-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
KF781126	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000002	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:48 2019
SMED30014446	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
piwi-2	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
Q2Q5Y8	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
SMED30001362	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
piwi-3	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
ACC97187.1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
SMED30001900	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
bruli-1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
ABC70476.1	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
SMED30013909	PLANA:0004517: blastomere	ECO:0001839	PLANA:0000027	PLANA:0000003	PLANA:0000136	eld	28072387	Tue Dec 17 14:15:51 2019
