Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
Contig08899	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:33:46 2019
Contig08899	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:33:46 2019
Contig16482	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:33:46 2019
Contig16482	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:33:46 2019
Contig05717	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig05717	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig07423	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig07423	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig21285	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig21285	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig33356	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig33356	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig40435	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig40435	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig45195	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig45195	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig47858	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig47858	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig49725	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig49725	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig55186	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig55186	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:13 2019
Contig03675	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:36 2019
Contig03675	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:36 2019
Contig03675	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:34:36 2019
Contig28795	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:07 2019
Contig28795	PLANA:0000461: lateral branch (Synonym = brain branch	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:07 2019
Contig01405	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig05745	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig16352	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig26885	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig32585	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig38476	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig40014	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig44493	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig50453	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig50730	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:34 2019
Contig07049	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:57 2019
Contig07049	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:35:57 2019
Contig37189	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:36:30 2019
Contig37189	PLANA:0000418: head	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:36:30 2019
Contig37189	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:36:30 2019
Contig14553	PLANA:0000034: epidermis	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:36:49 2019
Contig14553	PLANA:0000016: pharynx	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:36:49 2019
Contig27612	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:37:24 2019
Contig28920	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:37:24 2019
Contig34604	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:37:24 2019
Contig29100	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:37:41 2019
Contig29100	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:37:41 2019
Contig50773	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:10 2019
Contig50773	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:10 2019
Contig50773	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:10 2019
Contig38577	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:30 2019
Contig38577	PLANA:0000026: gut	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:30 2019
Contig38577	PLANA:0000418: head	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:38:30 2019
Contig55456	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:15 2019
Contig55456	PLANA:0002142: parenchyma (Synonym = mesenchyme	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:15 2019
Contig34061	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig34061	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig38798	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig38798	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig02796	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig02796	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig37509	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig37509	PLANA:0000099: neuron	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:39:38 2019
Contig12938	PLANA:0000036: eye (Synonym = eyespot	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:40:24 2019
Contig12938	PLANA:0000020: protonephridia	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:40:24 2019
Contig12938	PLANA:0000105: secretory cell	ECO:0001839	PLANA:0000024	PLANA:0004504	PLANA:0000136	VID	27612384	Fri Dec 20 15:40:24 2019
