Accession	Term	experimental evidence	biotype	life cycle stage	Sample Type	Curator (SIMR id)	PMID	Date
gdag01019077.1	PLANA:0000231: vitelline gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:32:43 2019
gdag01028718.1	PLANA:0000231: vitelline gland	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:32:43 2019
gdag01007492.1	PLANA:0000205: oviduct	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:33:05 2019
gdag01079171.1	PLANA:0000026: gut	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:33:43 2019
gdag01017383.1	PLANA:0000026: gut	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:33:43 2019
gdag01059973.1	PLANA:0000026: gut	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:34:18 2019
gdag01059973.1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:34:18 2019
gdag01058380.1	PLANA:0000026: gut	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:34:46 2019
gdag01058380.1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:34:46 2019
Smed-acs1	PLANA:0000208: testis	ECO:0001839	PLANA:0000027	PLANA:0004503	PLANA:0000136	eld	279364	Mon Nov 25 10:35:45 2019
